tree_ID	gd_ID	gd_support	level	species	gene1	gene2	loss_path	left_gene_n	right_gene_n	loss_type	left_has	right_has	loss_confidence	major_loss_class	path_count_node_events	path_count_types	path_count_2_0	path_count_2_1	path_count_1_0
OG0000658_248	62	97.0	S20	MIM	MIM_0016697	MIM_0010849	S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->MIM(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	62	97.0	S20	PHA	NA	PHA_0010873	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1)	0	3	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	62	97.0	S20	POP	NA	POP_0022705	S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(1)	0	1	2-1	0	1	observable	loss_one_copy	S8|2-1	2-1	0	1	0
OG0000658_248	62	97.0	S20	PRU	PRU_0031005	PRU_0035180	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	62	97.0	S20	SOL	SOL_0028526	SOL_0031823	S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	62	97.0	S20	VIT	VIT_0026712	VIT_0029666	S20(2)->S19(2)->S18(2)->VIT(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	ACT	ACT_0037589	NA	S19(2)->S7(2)->ACT(1)	1	0	2-1	1	0	observable	loss_one_copy	S7|2-1	2-1	0	1	0
OG0000658_248	63	100.0	S19	ARA	ARA_0019146	NA	S19(2)->S18(2)->S17(2)->S8(2)->ARA(1)	1	0	2-1	1	0	observable	loss_one_copy	S8|2-1	2-1	0	1	0
OG0000658_248	63	100.0	S19	ARD	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S13(0)->ARD(0)	0	0	2-0	0	0	observable	loss_two_copies	S16|2-0	2-0	1	0	0
OG0000658_248	63	100.0	S19	ARH	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S13(0)->S12(0)->ARH(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	ARI	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S13(0)->S12(0)->ARI(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	CEC	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->CEC(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	COF	NA	COF_0015254	S19(2)->S7(2)->S6(1)->S5(1)->S4(1)->COF(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	CUC	CUC_0005163	CUC_0018761	S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2)	1	6	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	GLY	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S11(0)->S10(0)->GLY(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	HEL	NA	NA	S19(2)->S7(2)->S6(1)->HEL(0)	0	0	2-0	0	0	observable	loss_two_copies	S6|1-0	1-0	0	0	1
OG0000658_248	63	100.0	S19	MED	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S11(0)->MED(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	MIM	NA	MIM_0021628	S19(2)->S7(2)->S6(1)->S5(1)->MIM(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	PHA	NA	NA	S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S11(0)->S10(0)->PHA(0)	0	0	2-0	0	0	observable	loss_two_copies	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	POP	POP_0004778	POP_0047035	S19(2)->S18(2)->S17(2)->S8(2)->POP(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	PRU	PRU_0026263	PRU_0027364	S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)	3	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	SOL	NA	SOL_0023851	S19(2)->S7(2)->S6(1)->S5(1)->S4(1)->SOL(1)	0	2	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	63	100.0	S19	VIT	VIT_0003232	VIT_0003356	S19(2)->S18(2)->VIT(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	64	73.0	S1	BRA	BRA_0005583	BRA_0015300	S1(2)->BRA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	64	73.0	S1	ORY	ORY_0008757	ORY_0009678	S1(2)->ORY(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	65	99.0	S1	BRA	BRA_0015300	BRA_0016315	S1(2)->BRA(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	65	99.0	S1	ORY	ORY_0008757	ORY_0016958	S1(2)->ORY(2)	3	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ACT	ACT_0037589	NA	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->ACT(1)	1	0	2-1	1	0	observable	loss_one_copy	S7|2-1	2-1	0	1	0
OG0000658_248	66	85.0	S25	AMB	AMB_0016435	AMB_0014969	S25(2)->S24(2)->AMB(2)	3	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	AQU	AQU_0025613	AQU_0030070	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ARA	ARA_0019146	ARA_0022077	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ARD	NA	ardaradu.V14167.gnm1.Aradu.A10g01839	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->ARD(1)	0	1	2-1	0	1	observable	loss_one_copy	S16|2-1	2-1	0	1	0
OG0000658_248	66	85.0	S25	ARH	NA	arharahy.Tifrunner.gnm1.Arahy.10g01738	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->S12(1)->ARH(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ARI	NA	LOC107623443	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ASP	ASP_0013133	ASP_0011278	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->ASP(2)	1	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	BRA	BRA_0015300	BRA_0030535	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->BRA(2)	4	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	CEC	NA	CEC_0024626	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->CEC(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	CIN	CIN_0024675	CIN_0001922	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->CIN(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	COF	COF_0015254	COF_0005675	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	CUC	CUC_0018761	NA	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(1)	7	0	2-1	1	0	observable	loss_one_copy	S9|2-1	2-1	0	1	0
OG0000658_248	66	85.0	S25	GIN	NA	GIN_0011066	S25(2)->GIN(1)	0	5	2-1	0	1	observable	loss_one_copy	S25|2-1	2-1	0	1	0
OG0000658_248	66	85.0	S25	GLY	NA	GLY_0013868	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->GLY(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	HEL	NA	HEL_0003914	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->HEL(1)	0	2	2-1	0	1	observable	loss_one_copy	S6|2-1	2-1	0	1	0
OG0000658_248	66	85.0	S25	LIR	LIR_0018061	LIR_0045774	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->LIR(2)	4	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	MED	NA	MED_0015377	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->MED(1)	0	2	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	MIM	MIM_0021628	MIM_0013559	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->MIM(2)	1	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	NYM	NYM_0031829	NYM_0025654	S25(2)->S24(2)->S23(2)->NYM(2)	3	5	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	ORY	ORY_0016958	ORY_0007166	S25(2)->S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->ORY(2)	5	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	PHA	NA	PHA_0006652	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1)	0	1	2-1	0	1	observable	loss_one_copy	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	POP	POP_0047035	POP_0013824	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2)	3	4	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	PRU	PRU_0026263	PRU_0002270	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)	5	4	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	SOL	SOL_0023851	SOL_0023382	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000658_248	66	85.0	S25	VIT	VIT_0003232	VIT_0007652	S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->VIT(2)	3	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	ARD	ardaradu.V14167.gnm1.Aradu.A01g02927	ardaradu.V14167.gnm1.Aradu.A04g00392	S15(2)->S14(2)->S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	ARH	arharahy.Tifrunner.gnm1.Arahy.01g02857	arharahy.Tifrunner.gnm1.Arahy.14g00551	S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	ARI	LOC107637527	LOC107638600	S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	CEC	CEC_0011075	NA	S15(2)->CEC(1)	1	0	2-1	1	0	observable	loss_one_copy	S15|2-1	2-1	0	1	0
OG0000665_247	67	99.0	S15	GLY	GLY_0025560	GLY_0048192	S15(2)->S14(2)->S11(2)->S10(2)->GLY(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	MED	MED_0022878	MED_0007172	S15(2)->S14(2)->S11(2)->MED(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	67	99.0	S15	PHA	PHA_0004974	PHA_0030652	S15(2)->S14(2)->S11(2)->S10(2)->PHA(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ACT	ACT_0026969	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S7(1)->ACT(1)	2	0	2-1	1	0	observable	loss_one_copy	S21|2-1	2-1	0	1	0
OG0000665_247	68	98.0	S24	AMB	AMB_0020628	AMB_0012354	S24(2)->AMB(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	AQU	AQU_0000415	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->AQU(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ARA	ARA_0025320	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1)	1	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ARD	ardaradu.V14167.gnm1.Aradu.A01g02927	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ARH	arharahy.Tifrunner.gnm1.Arahy.01g02857	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARH(1)	4	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ARI	LOC107637527	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	ASP	ASP_0004378	ASP_0023240	S24(2)->S23(2)->S22(2)->S2(2)->ASP(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	BRA	BRA_0017701	NA	S24(2)->S23(2)->S22(2)->S2(2)->S1(1)->BRA(1)	1	0	2-1	1	0	observable	loss_one_copy	S2|2-1	2-1	0	1	0
OG0000665_247	68	98.0	S24	CEC	CEC_0011075	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->CEC(1)	1	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	CIN	CIN_0012505	CIN_0027704	S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->CIN(2)	3	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	COF	COF_0009925	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S7(1)->S6(1)->S5(1)->S4(1)->COF(1)	4	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	CUC	CUC_0019841	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->CUC(1)	3	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	GLY	GLY_0025560	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->GLY(1)	4	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	HEL	HEL_0025396	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S7(1)->S6(1)->HEL(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	LIR	LIR_0000123	NA	S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->LIR(1)	3	0	2-1	1	0	observable	loss_one_copy	S3|2-1	2-1	0	1	0
OG0000665_247	68	98.0	S24	MED	MED_0022878	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->MED(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	MIM	MIM_0022987	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S7(1)->S6(1)->S5(1)->MIM(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	NYM	NYM_0027824	NA	S24(2)->S23(2)->NYM(1)	2	0	2-1	1	0	observable	loss_one_copy	S23|2-1	2-1	0	1	0
OG0000665_247	68	98.0	S24	ORY	ORY_0031143	NA	S24(2)->S23(2)->S22(2)->S2(2)->S1(1)->ORY(1)	3	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	PHA	PHA_0030652	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S11(1)->S10(1)->PHA(1)	3	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	POP	POP_0044946	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->POP(1)	1	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	PRU	PRU_0039539	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S9(1)->PRU(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	SOL	SOL_0021432	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S7(1)->S6(1)->S5(1)->S4(1)->SOL(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	68	98.0	S24	VIT	VIT_0030708	NA	S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->VIT(1)	1	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	69	95.0	S13	ARD	NA	ardaradu.V14167.gnm1.Aradu.A10g02401	S13(2)->ARD(1)	0	1	2-1	0	1	observable	loss_one_copy	S13|2-1	2-1	0	1	0
OG0000665_247	69	95.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.19g02052	arharahy.Tifrunner.gnm1.Arahy.10g02178	S13(2)->S12(2)->ARH(2)	1	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	69	95.0	S13	ARI	LOC107615573	LOC107615793	S13(2)->S12(2)->ARI(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	70	95.0	S13	ARD	ardaradu.V14167.gnm1.Aradu.A10g02401	ardaradu.V14167.gnm1.Aradu.A07g01485	S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	70	95.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.10g02178	arharahy.Tifrunner.gnm1.Arahy.07g01487	S13(2)->S12(2)->ARH(2)	4	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	70	95.0	S13	ARI	LOC107615573	NA	S13(2)->S12(2)->ARI(1)	3	0	2-1	1	0	observable	loss_one_copy	S12|2-1	2-1	0	1	0
OG0000665_247	71	89.0	S13	ARD	ardaradu.V14167.gnm1.Aradu.A07g01485	NA	S13(2)->ARD(1)	2	0	2-1	1	0	observable	loss_one_copy	S13|2-1	2-1	0	1	0
OG0000665_247	71	89.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.04g02882	arharahy.Tifrunner.gnm1.Arahy.20g02850	S13(2)->S12(2)->ARH(2)	7	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	71	89.0	S13	ARI	LOC107615573	LOC107621489	S13(2)->S12(2)->ARI(2)	3	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	72	100.0	S13	ARD	ardaradu.V14167.gnm1.Aradu.A07g01485	ardaradu.V14167.gnm1.Aradu.A09g02897	S13(2)->ARD(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	72	100.0	S13	ARH	arharahy.Tifrunner.gnm1.Arahy.04g02882	arharahy.Tifrunner.gnm1.Arahy.09g02693	S13(2)->S12(2)->ARH(2)	9	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	72	100.0	S13	ARI	LOC107621489	LOC107617152	S13(2)->S12(2)->ARI(2)	4	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	73	100.0	S1	BRA	BRA_0001082	BRA_0005599	S1(2)->BRA(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	73	100.0	S1	ORY	ORY_0016885	ORY_0020851	S1(2)->ORY(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	74	100.0	S14	ARD	ardaradu.V14167.gnm1.Aradu.A08g02092	ardaradu.V14167.gnm1.Aradu.A03g01716	S14(2)->S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	74	100.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.08g02119	arharahy.Tifrunner.gnm1.Arahy.13g02082	S14(2)->S13(2)->S12(2)->ARH(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	74	100.0	S14	ARI	LOC107613682	LOC107630086	S14(2)->S13(2)->S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	74	100.0	S14	GLY	GLY_0044185	NA	S14(2)->S11(1)->S10(1)->GLY(1)	4	0	2-1	1	0	observable	loss_one_copy	S14|2-1	2-1	0	1	0
OG0000665_247	74	100.0	S14	MED	MED_0009566	NA	S14(2)->S11(1)->MED(1)	2	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	74	100.0	S14	PHA	PHA_0010206	NA	S14(2)->S11(1)->S10(1)->PHA(1)	1	0	2-1	1	0	observable	loss_one_copy	NA	NA	0	0	0
OG0000665_247	75	99.0	S12	ARH	arharahy.Tifrunner.gnm1.Arahy.20g00526	arharahy.Tifrunner.gnm1.Arahy.12g02611	S12(2)->ARH(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	75	99.0	S12	ARI	LOC107623790	LOC107627767	S12(2)->ARI(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	ARD	ardaradu.V14167.gnm1.Adur2305g00002	ardaradu.V14167.gnm1.Aradu.A03g03703	S14(2)->S13(2)->ARD(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	ARH	arharahy.Tifrunner.gnm1.Arahy.10g00336	arharahy.Tifrunner.gnm1.Arahy.13g03760	S14(2)->S13(2)->S12(2)->ARH(2)	4	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	ARI	LOC107623790	LOC107634638	S14(2)->S13(2)->S12(2)->ARI(2)	2	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	GLY	GLY_0013236	GLY_0024770	S14(2)->S11(2)->S10(2)->GLY(2)	4	6	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	MED	MED_0006634	MED_0021102	S14(2)->S11(2)->MED(2)	1	1	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	76	100.0	S14	PHA	PHA_0029415	NA	S14(2)->S11(2)->S10(2)->PHA(1)	4	0	2-1	1	0	observable	loss_one_copy	S10|2-1	2-1	0	1	0
OG0000665_247	77	88.0	S20	ACT	NA	ACT_0017640	S20(2)->S19(2)->S7(2)->ACT(1)	0	2	2-1	0	1	observable	loss_one_copy	S7|2-1	2-1	0	1	0
OG0000665_247	77	88.0	S20	AQU	NA	AQU_0014718	S20(2)->AQU(1)	0	1	2-1	0	1	observable	loss_one_copy	S20|2-1	2-1	0	1	0
OG0000665_247	77	88.0	S20	ARA	ARA_0020403	NA	S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(1)	2	0	2-1	1	0	observable	loss_one_copy	S8|2-1	2-1	0	1	0
OG0000665_247	77	88.0	S20	ARD	ardaradu.V14167.gnm1.Aradu.A08g02092	ardaradu.V14167.gnm1.Adur2305g00002	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2)	2	2	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	77	88.0	S20	ARH	arharahy.Tifrunner.gnm1.Arahy.08g02119	arharahy.Tifrunner.gnm1.Arahy.10g00336	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)	4	6	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	77	88.0	S20	ARI	LOC107630086	LOC107623790	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)	2	3	2-2	1	1	observable	no_loss	NA	NA	0	0	0
OG0000665_247	77	88.0	S20	CEC	CEC_0022087	NA	S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->CEC(1)	1	0	2-1	1	0	observable	loss_one_copy	S15|2-1	2-1	0	1	0
