tre_name	gf_id	num_ingroup	num_outgroup	outgroup_genes	status
OG0002464_100_T3_3	OG0002464_100	3	0		skip_no_valid_outgroup
OG0002464_100_T5_2	OG0002464_100	2	0		skip_no_valid_outgroup
OG0002464_100_T6_2	OG0002464_100	2	0		skip_no_valid_outgroup
OG0002464_100_T8_2	OG0002464_100	2	1	ardaradu.V14167.gnm1.Aradu.A01g02271	ok
OG0002466_100_T1_29	OG0002466_100	29	0		skip_no_valid_outgroup
OG0002466_100_T2_5	OG0002466_100	5	0		skip_no_valid_outgroup
OG0002466_100_T3_3	OG0002466_100	3	0		skip_no_valid_outgroup
OG0002466_100_T4_2	OG0002466_100	2	0		skip_no_valid_outgroup
OG0002466_100_T5_2	OG0002466_100	2	0		skip_no_valid_outgroup
OG0002466_100_T6_2	OG0002466_100	2	0		skip_no_valid_outgroup
OG0002466_100_T7_2	OG0002466_100	2	0		skip_no_valid_outgroup
OG0002466_100_T8_2	OG0002466_100	2	0		skip_no_valid_outgroup
OG0002470_100_T1_16	OG0002470_100	16	0		skip_no_valid_outgroup
OG0002470_100_T5_2	OG0002470_100	2	0		skip_no_valid_outgroup
OG0002470_100_T8_2	OG0002470_100	2	0		skip_no_valid_outgroup
OG0002471_100_T1_29	OG0002471_100	29	0		skip_no_valid_outgroup
OG0002471_100_T2_24	OG0002471_100	24	1	NYM_0033425	ok
OG0002471_100_T3_5	OG0002471_100	5	0		skip_no_valid_outgroup
OG0002471_100_T4_4	OG0002471_100	4	1	ardaradu.V14167.gnm1.Aradu.A08g00743	ok
OG0002471_100_T5_2	OG0002471_100	2	0		skip_no_valid_outgroup
OG0002471_100_T6_2	OG0002471_100	2	0		skip_no_valid_outgroup
OG0002471_100_T7_2	OG0002471_100	2	0		skip_no_valid_outgroup
OG0002485_100_T1_27	OG0002485_100	27	0		skip_no_valid_outgroup
OG0002485_100_T2_3	OG0002485_100	3	0		skip_no_valid_outgroup
OG0002485_100_T7_2	OG0002485_100	2	0		skip_no_valid_outgroup
OG0002485_100_T8_2	OG0002485_100	2	0		skip_no_valid_outgroup
OG0002485_100_T9_2	OG0002485_100	2	0		skip_no_valid_outgroup
OG0002508_99_T1_28	OG0002508_99	28	0		skip_no_valid_outgroup
OG0002508_99_T2_24	OG0002508_99	24	2	COF_0024837,MIM_0002519	ok
OG0002508_99_T4_2	OG0002508_99	2	0		skip_no_valid_outgroup
OG0002511_99_T1_28	OG0002511_99	28	0		skip_no_valid_outgroup
OG0002511_99_T2_19	OG0002511_99	19	2	AQU_0020848,COF_0020722	ok
OG0002511_99_T3_3	OG0002511_99	3	0		skip_no_valid_outgroup
OG0002511_99_T4_3	OG0002511_99	3	3	AQU_0020848,CEC_0017311,COF_0020722	ok
OG0002511_99_T5_2	OG0002511_99	2	0		skip_no_valid_outgroup
OG0002511_99_T6_2	OG0002511_99	2	0		skip_no_valid_outgroup
OG0002519_99_T1_29	OG0002519_99	29	0		skip_no_valid_outgroup
OG0002519_99_T2_15	OG0002519_99	15	5	ACT_0036932,AMB_0000776,AQU_0001128,HEL_0021996,MAR_0001185	ok
OG0002519_99_T6_2	OG0002519_99	2	0		skip_no_valid_outgroup
OG0002519_99_T7_2	OG0002519_99	2	0		skip_no_valid_outgroup
OG0002519_99_T9_2	OG0002519_99	2	2	LOC107642629,MED_0024649	ok
OG0002521_99_T1_29	OG0002521_99	29	0		skip_no_valid_outgroup
OG0002521_99_T2_5	OG0002521_99	5	0		skip_no_valid_outgroup
OG0002521_99_T3_3	OG0002521_99	3	0		skip_no_valid_outgroup
OG0002521_99_T4_2	OG0002521_99	2	0		skip_no_valid_outgroup
OG0002521_99_T5_2	OG0002521_99	2	0		skip_no_valid_outgroup
OG0002521_99_T6_2	OG0002521_99	2	0		skip_no_valid_outgroup
OG0002522_99_T3_12	OG0002522_99	12	6	ARA_0003272,ASP_0010162,CEC_0011712,ORY_0018321,POP_0006337,ardaradu.V14167.gnm1.Aradu.A03g02338	ok
OG0002522_99_T5_2	OG0002522_99	2	11	ACT_0023149,AQU_0019011,ARA_0003272,ASP_0010162,CEC_0011712,COF_0015836,HEL_0015607,ORY_0018321,POP_0006337,SOL_0003954,ardaradu.V14167.gnm1.Aradu.A03g02338	ok
OG0002522_99_T6_2	OG0002522_99	2	2	LOC107630471,ardaradu.V14167.gnm1.Aradu.A03g02338	ok
OG0002522_99_T7_2	OG0002522_99	2	0		skip_no_valid_outgroup
OG0002523_99_T1_24	OG0002523_99	24	0		skip_no_valid_outgroup
OG0002523_99_T2_27	OG0002523_99	27	1	LOC107622946	ok
OG0002523_99_T4_2	OG0002523_99	2	0		skip_no_valid_outgroup
OG0004434_65_T1_29	OG0004434_65	29	0		skip_no_valid_outgroup
OG0004434_65_T2_2	OG0004434_65	2	0		skip_no_valid_outgroup
OG0004434_65_T4_2	OG0004434_65	2	0		skip_no_valid_outgroup
OG0004434_65_T6_2	OG0004434_65	2	0		skip_no_valid_outgroup
OG0004452_65_T1_28	OG0004452_65	28	0		skip_no_valid_outgroup
OG0004452_65_T3_2	OG0004452_65	2	0		skip_no_valid_outgroup
OG0004452_65_T5_2	OG0004452_65	2	0		skip_no_valid_outgroup
OG0004478_64_T1_30	OG0004478_64	30	0		skip_no_valid_outgroup
OG0004478_64_T2_3	OG0004478_64	3	0		skip_no_valid_outgroup
OG0004478_64_T3_2	OG0004478_64	2	0		skip_no_valid_outgroup
OG0004506_64_T1_30	OG0004506_64	30	0		skip_no_valid_outgroup
OG0004506_64_T2_2	OG0004506_64	2	1	LOC107625463	ok
OG0004506_64_T4_2	OG0004506_64	2	1	LOC107625463	ok
OG0008026_40_T1_29	OG0008026_40	29	0		skip_no_valid_outgroup
OG0008026_40_T2_2	OG0008026_40	2	1	ardaradu.V14167.gnm1.Aradu.A06g00613	ok
OG0008026_40_T3_2	OG0008026_40	2	0		skip_no_valid_outgroup
