Tree ID,GD ID,GD burst node,GD loss node,GD loss pattern,GD support,Species,GD subclade A genes,GD subclade B genes,GD subclade A gene count,GD subclade B gene count,Species final loss type,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC,GD loss path
OG0000637_252,30,S24,NA,NA,92.0,ARI,"LOC107635616,LOC110271140",LOC107638763,2,1,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)
OG0000637_252,30,S24,NA,NA,92.0,ASP,ASP_0018289,"ASP_0021280,ASP_0021344,ASP_0022615,ASP_0022705,ASP_0002578",1,5,2_2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S2(2)->ASP(2)
OG0000637_252,30,S24,NA,NA,92.0,BRA,"BRA_0007623,BRA_0007624,BRA_0007625","BRA_0011320,BRA_0011321,BRA_0053122,BRA_0056664",3,4,2_2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->BRA(2)
OG0000637_252,30,S24,NA,NA,92.0,CEC,CEC_0009599,"CEC_0028231,CEC_0028232,CEC_0029829",1,3,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->CEC(2)
OG0000637_252,30,S24,NA,NA,92.0,CIN,NA,"CIN_0017827,CIN_0002375,CIN_0003999,CIN_0004338",0,4,2_1,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->CIN(1)
OG0000637_252,30,S24,NA,NA,92.0,COF,COF_0010675,COF_0014531,1,1,2_2,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(2)
OG0000637_252,30,S24,NA,NA,92.0,CUC,"CUC_0006390,CUC_0006391","CUC_0001867,CUC_0001868",2,2,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2)
OG0000637_252,30,S24,NA,NA,92.0,GLY,"GLY_0004483,GLY_0066921,GLY_0066922","GLY_0012372,GLY_0012373,GLY_0012374,GLY_0025747,GLY_0025748,GLY_0025749,GLY_0025750,GLY_0025751,GLY_0025752,GLY_0025753,GLY_0031112,GLY_0031113,GLY_0031345,GLY_0055143,GLY_0055144,GLY_0055145,GLY_0060026,GLY_0060027,GLY_0060028,GLY_0060029",3,20,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->GLY(2)
OG0000637_252,30,S24,NA,NA,92.0,HEL,"HEL_0016008,HEL_0017549,HEL_0017692,HEL_0031203,HEL_0034735,HEL_0043789,HEL_0045380,HEL_0007089,HEL_0007799,HEL_0008080","HEL_0016047,HEL_0049707,HEL_0052057",10,3,2_2,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->HEL(2)
OG0000637_252,30,S24,NA,NA,92.0,LIR,"LIR_0033578,LIR_0033579,LIR_0033580,LIR_0033581","LIR_0024369,LIR_0024428,LIR_0024429,LIR_0025152,LIR_0027078,LIR_0027079,LIR_0027080,LIR_0027081,LIR_0038722",4,9,2_2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S3(2)->LIR(2)
OG0000637_252,30,S24,NA,NA,92.0,MED,MED_0032573,"MED_0011352,MED_0011353,MED_0007457",1,3,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->MED(2)
OG0000637_252,30,S24,NA,NA,92.0,MIM,"MIM_0006076,MIM_0006077","MIM_0028163,MIM_0028164,MIM_0029935,MIM_0029936,MIM_0032219,MIM_0032704",2,6,2_2,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->MIM(2)
OG0000637_252,30,S24,NA,NA,92.0,NYM,"NYM_0016622,NYM_0016623",NYM_0038852,2,1,2_2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->NYM(2)
OG0000637_252,30,S24,NA,NA,92.0,ORY,ORY_0029042,"ORY_0021138,ORY_0003348",1,2,2_2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S2(2)->S1(2)->ORY(2)
OG0000637_252,30,S24,NA,NA,92.0,PHA,PHA_0016566,"PHA_0012170,PHA_0030906,PHA_0031778,PHA_0004586,PHA_0004587",1,5,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2)
OG0000637_252,30,S24,NA,NA,92.0,POP,"POP_0016906,POP_0016907,POP_0016908,POP_0000113,POP_0002121","POP_0019094,POP_0019095,POP_0027645,POP_0027646,POP_0048312,POP_0004929,POP_0004930,POP_0004931",5,8,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->POP(2)
OG0000637_252,30,S24,NA,NA,92.0,PRU,"PRU_0040580,PRU_0040581,PRU_0040582","PRU_0011811,PRU_0011812,PRU_0011813",3,3,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)
OG0000637_252,30,S24,NA,NA,92.0,SOL,"SOL_0028425,SOL_0009220","SOL_0002280,SOL_0017456,SOL_0026731,SOL_0001781,SOL_0011428",2,5,2_2,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)
OG0000637_252,30,S24,NA,NA,92.0,VIT,VIT_0031045,"VIT_0017646,VIT_0018118,VIT_0023226",1,3,2_2,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->VIT(2)
OG0000648_249,31,S1,NA,NA,88.0,BRA,"BRA_0000196,BRA_0000197,BRA_0000198,BRA_0000199,BRA_0000200",BRA_0052599,5,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->BRA(2)
OG0000648_249,31,S1,NA,NA,88.0,ORY,ORY_0028019,ORY_0021889,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1(2)->ORY(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,ACT,"ACT_0023297,ACT_0026960,ACT_0030136,ACT_0006990","ACT_0011809,ACT_0036748,ACT_0037052",4,3,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->ACT(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,ARA,"ARA_0001360,ARA_0004746",NA,2,0,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S8(1)->ARA(1)
OG0000648_249,32,S19,S8,S8:2_1,98.0,ARD,ardaradu.V14167.gnm1.Aradu.A08g00963,ardaradu.V14167.gnm1.Aradu.A09g00370,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.08g00966,arharahy.Tifrunner.gnm1.Arahy.17g03473","arharahy.Tifrunner.gnm1.Arahy.09g00376,arharahy.Tifrunner.gnm1.Arahy.19g00465",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARH(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,ARI,LOC107606280,LOC107617331,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,CEC,CEC_0024070,CEC_0031413,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->CEC(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,COF,NA,COF_0011485,0,1,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->COF(1)
OG0000648_249,32,S19,S8,S8:2_1,98.0,CUC,"CUC_0013500,CUC_0013501,CUC_0013502,CUC_0013503,CUC_0013504",CUC_0027798,5,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->CUC(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,GLY,"GLY_0012044,GLY_0012045,GLY_0012046,GLY_0012047,GLY_0018983,GLY_0018984,GLY_0018985,GLY_0018986,GLY_0018987,GLY_0018988","GLY_0022321,GLY_0022322,GLY_0022323,GLY_0028627",10,4,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->GLY(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,HEL,"HEL_0019456,HEL_0039525","HEL_0013122,HEL_0028508",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->S6(2)->HEL(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,MED,"MED_0016602,MED_0016603,MED_0016604","MED_0037653,MED_0037654",3,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->MED(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,MIM,NA,"MIM_0010469,MIM_0010470,MIM_0006681,MIM_0006682",0,4,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->S6(2)->S5(2)->MIM(1)
OG0000648_249,32,S19,S8,S8:2_1,98.0,PHA,"PHA_0009634,PHA_0009635,PHA_0009636,PHA_0009637,PHA_0009638,PHA_0009639",PHA_0001031,6,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S11(2)->S10(2)->PHA(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,POP,"POP_0007368,POP_0007369,POP_0007370,POP_0007371,POP_0039482,POP_0039483,POP_0039484",NA,7,0,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S8(1)->POP(1)
OG0000648_249,32,S19,S8,S8:2_1,98.0,PRU,PRU_0043681,"PRU_0032364,PRU_0032365,PRU_0036514,PRU_0036515,PRU_0036516,PRU_0036517,PRU_0036518,PRU_0036519",1,8,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S9(2)->PRU(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,SOL,"SOL_0019738,SOL_0030457",SOL_0023409,2,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->S6(2)->S5(2)->S4(2)->SOL(2)
OG0000648_249,32,S19,S8,S8:2_1,98.0,VIT,NA,"VIT_0019468,VIT_0029131",0,2,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S18(2)->VIT(1)
OG0000648_249,33,S14,NA,NA,98.0,ARD,ardaradu.V14167.gnm1.Aradu.A05g02942,ardaradu.V14167.gnm1.Aradu.A03g04306,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,S14(2)->S13(2)->ARD(2)
OG0000648_249,33,S14,NA,NA,98.0,ARH,"arharahy.Tifrunner.gnm1.Arahy.05g02793,arharahy.Tifrunner.gnm1.Arahy.15g03023","arharahy.Tifrunner.gnm1.Arahy.13g04389,arharahy.Tifrunner.gnm1.Arahy.03g04291",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,S14(2)->S13(2)->S12(2)->ARH(2)
OG0000648_249,33,S14,NA,NA,98.0,ARI,LOC107644247,LOC107631779,1,1,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,S14(2)->S13(2)->S12(2)->ARI(2)
OG0000648_249,33,S14,NA,NA,98.0,GLY,"GLY_0023516,GLY_0023517,GLY_0023518,GLY_0023519,GLY_0023520,GLY_0023521,GLY_0023522,GLY_0033086,GLY_0033087","GLY_0026520,GLY_0026521",9,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->GLY(2)
OG0000648_249,33,S14,NA,NA,98.0,MED,MED_0031448,"MED_0042373,MED_0042374,MED_0042375,MED_0042376",1,4,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,S14(2)->S11(2)->MED(2)
OG0000648_249,33,S14,NA,NA,98.0,PHA,"PHA_0007567,PHA_0021671","PHA_0034055,PHA_0034056",2,2,2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,S14(2)->S11(2)->S10(2)->PHA(2)
OG0000648_249,34,S19,S8;S14;S9,S8:2_1;S14:2_1;S9:2_1,99.0,ACT,"ACT_0017092,ACT_0033402,ACT_0037935",NA,3,0,2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S19(2)->S7(2)->ACT(1)
